step,loss,lrm,tok_per_sec
2788,2.466061,1.0,30122
2789,2.414781,1.0,30124
2790,2.412599,1.0,30089
2791,2.388907,1.0,30126
2792,2.30718,1.0,30120
2793,2.398682,1.0,30150
2794,2.456536,1.0,30144
2795,2.494627,1.0,30127
2796,2.562562,1.0,30118
2797,2.606103,1.0,30123
2798,2.490815,1.0,30165
2799,2.419286,1.0,27635
2800,2.373786,1.0,30121
2801,2.41716,1.0,30192
2802,2.452965,1.0,30024
2803,2.479792,1.0,30124
2804,2.391513,1.0,29384
2805,2.303486,1.0,30116
2806,2.222186,1.0,30094
2807,2.134996,1.0,30110
2808,2.110526,1.0,30160
2809,2.077588,1.0,28776
2810,2.190775,1.0,30146
2811,2.27011,1.0,30186
2812,2.186794,1.0,30190
2813,2.13635,1.0,30138
2814,2.110305,1.0,30154
2815,2.104815,1.0,30128
2816,2.067542,1.0,30126
2817,1.934678,1.0,30156
2818,1.882714,1.0,30128
2819,1.957306,1.0,29465
2820,2.075832,1.0,30123
2821,2.107361,1.0,30122
2822,2.2273,1.0,29920
2823,2.160528,1.0,30126
2824,2.086791,1.0,30084
2825,2.184748,1.0,30128
2826,2.097954,1.0,30094
2827,2.076484,1.0,29795
2828,2.06064,1.0,30129
2829,2.037268,1.0,30059
2830,2.108469,1.0,29943
2831,2.21049,1.0,30191
2832,2.32,1.0,30177
2833,2.281484,1.0,30135
2834,2.255657,1.0,30184
2835,2.310335,1.0,30162
2836,2.374876,1.0,28365
2837,2.446358,1.0,30089
2838,2.364547,1.0,30186
2839,2.280148,1.0,28053
2840,2.205177,1.0,30117
2841,2.11585,1.0,30071
2842,2.16043,1.0,30101
2843,2.157528,1.0,30099
2844,2.114984,1.0,30128
2845,2.174713,1.0,27979
2846,2.245903,1.0,30156
2847,2.318325,1.0,30142
2848,2.389966,1.0,30125
2849,2.307747,1.0,30129
2850,2.245456,1.0,30073
2851,2.192191,1.0,30165
2852,2.100427,1.0,30198
2853,2.06061,1.0,30200
2854,2.160252,1.0,27664
2855,2.202007,1.0,29977
2856,2.151179,1.0,30109
2857,2.104724,1.0,30170
2858,2.049485,1.0,30197
2859,2.024947,1.0,30192
2860,1.946213,1.0,30133
2861,1.902201,1.0,30121
2862,1.857935,1.0,30173
2863,1.953719,1.0,30104
2864,2.063517,1.0,30158
2865,2.172769,1.0,29884
2866,2.246139,1.0,30030
2867,2.175969,1.0,30162
2868,2.264716,1.0,30163
2869,2.218425,1.0,30149
2870,2.359795,1.0,30172
2871,2.382557,1.0,27045
2872,2.43571,1.0,30154
2873,2.383247,1.0,30158
2874,2.310935,1.0,30187
2875,2.214266,1.0,29374
2876,2.119364,1.0,30154
2877,2.222154,1.0,30180
2878,2.168093,1.0,30147
2879,2.096037,1.0,30129
2880,2.204098,1.0,30149
2881,2.282279,1.0,30150
2882,2.389908,1.0,29492
2883,2.376525,1.0,30166
2884,2.394179,1.0,30172
2885,2.320812,1.0,30184
2886,2.214895,1.0,30087
2887,2.135473,1.0,27294
2888,2.070015,1.0,30153
2889,2.03748,1.0,30156
2890,1.965278,1.0,30159
2891,1.910461,1.0,30153
2892,1.842582,1.0,27864
2893,1.779265,1.0,30161
2894,1.746071,1.0,30154
2895,1.705003,1.0,30153
2896,1.734585,1.0,29936
2897,1.873497,1.0,29710
2898,2.016937,1.0,30163
2899,2.130433,1.0,30103
2900,2.172849,1.0,30077
2901,2.249542,1.0,30159
2902,2.354931,1.0,30065
2903,2.295741,1.0,30141
2904,2.253349,1.0,30136
2905,2.146631,1.0,30074
2906,2.070191,1.0,30158
2907,2.150931,1.0,29990
2908,2.185667,1.0,30037
2909,2.268494,1.0,30136
2910,2.195796,1.0,30183
2911,2.131511,1.0,30183
2912,2.060611,1.0,30049
2913,2.158555,1.0,30169
2914,2.24845,1.0,30194
2915,2.21344,1.0,30103
2916,2.245568,1.0,30207
2917,2.360219,1.0,29722
2918,2.382247,1.0,30184
2919,2.447376,1.0,30160
2920,2.356769,1.0,30163
2921,2.412126,1.0,30156
2922,2.321433,1.0,30149
2923,2.267391,1.0,30193
2924,2.209563,1.0,30183
2925,2.102317,1.0,30173
2926,2.006579,1.0,30137
2927,2.085468,1.0,30095
2928,2.193553,1.0,30139
2929,2.244722,1.0,30216
2930,2.251816,1.0,29031
2931,2.167141,1.0,30083
2932,2.184415,1.0,30175
2933,2.298618,1.0,30072
2934,2.255053,1.0,30192
2935,2.197593,1.0,30203
2936,2.106103,1.0,30186
2937,1.993309,1.0,30090
2938,2.077035,1.0,29898
2939,2.055088,1.0,28069
2940,2.171085,1.0,28364
2941,2.231577,1.0,30173
2942,2.193236,1.0,30148
2943,2.276962,1.0,30163
2944,2.283215,1.0,30174
2945,2.299191,1.0,30196
2946,2.219641,1.0,29314
2947,2.126485,1.0,30211
2948,2.073893,1.0,29456
2949,1.980917,1.0,30175
2950,2.068115,1.0,30157
2951,2.035657,1.0,30174
2952,1.968732,1.0,30172
2953,1.939104,1.0,30164
2954,2.038565,1.0,30160
2955,1.952839,1.0,29516
2956,1.912953,1.0,30163
2957,1.8862,1.0,28328
2958,2.003982,1.0,30158
2959,2.069123,1.0,29781
2960,1.992827,1.0,30163
2961,2.08928,1.0,30161
2962,2.045615,1.0,30168
2963,1.998875,1.0,30200
2964,1.925913,1.0,30168
2965,1.880682,1.0,30181
2966,1.851689,1.0,30160
2967,1.8747,1.0,29881
2968,1.896745,1.0,28076
2969,1.907929,1.0,30158
2970,2.031652,1.0,30170
2971,2.044181,1.0,29740
2972,2.009222,1.0,30154
2973,1.992401,1.0,30189
2974,1.952479,1.0,29816
2975,1.904839,1.0,30160
2976,1.882234,1.0,30155
2977,1.812043,1.0,29658
2978,1.743636,1.0,30167
2979,1.718806,1.0,30172
2980,1.729913,1.0,30183
2981,1.836634,1.0,30159
2982,1.789911,1.0,28188
2983,1.755849,1.0,30135
2984,1.800568,1.0,28281
2985,1.796648,1.0,30171
2986,1.941639,1.0,30115
2987,2.033593,1.0,30159
2988,2.008386,1.0,30189
2989,1.964771,1.0,30087
2990,1.897296,1.0,30159
2991,1.933431,1.0,28414
2992,2.043733,1.0,30139
2993,2.117245,1.0,30161
2994,2.146904,1.0,30159
2995,2.163356,1.0,30167
2996,2.230356,1.0,30034
2997,2.326367,1.0,30162
2998,2.35957,1.0,30168
2999,2.340796,1.0,30161
3000,2.423967,1.0,30262
3001,2.464766,1.0,30396
3002,2.504755,1.0,30317
3003,2.535412,1.0,30295
3004,2.570678,1.0,30293
3005,2.56534,1.0,30287
3006,2.602439,1.0,28509
3007,2.632283,1.0,30270
3008,2.598228,1.0,30291
3009,2.493034,1.0,30072
3010,2.363643,1.0,30293
3011,2.289319,1.0,30287
3012,2.211445,1.0,30210
3013,2.152897,1.0,30285
3014,2.064961,1.0,29943
3015,2.153523,1.0,30283
3016,2.074968,1.0,30287
3017,2.01291,1.0,30283
3018,2.087963,1.0,30269
3019,2.108585,1.0,30270
3020,2.056984,1.0,30272
3021,1.972935,1.0,30079
3022,1.90314,1.0,30278
3023,1.967592,1.0,30277
3024,1.942516,1.0,30315
3025,1.930452,1.0,30320
3026,1.967295,1.0,30317
3027,2.061626,1.0,30335
3028,2.145697,1.0,30333
3029,2.124818,1.0,30318
3030,2.149564,1.0,26647
3031,2.068579,1.0,30277
3032,1.998729,1.0,30277
3033,1.917366,1.0,25274
3034,1.908651,1.0,30272
3035,1.878475,1.0,29789
3036,1.972191,1.0,30261
3037,2.065516,1.0,30254
3038,2.110602,1.0,30267
3039,2.211045,1.0,29453
3040,2.296568,1.0,29430
3041,2.340274,1.0,29988
3042,2.318828,1.0,30199
3043,2.226886,1.0,30248
3044,2.144145,1.0,30195
3045,2.047244,1.0,30223
3046,1.978103,1.0,30185
3047,1.930324,1.0,30155
3048,1.991156,1.0,30150
3049,1.995612,1.0,26713
3050,1.965164,1.0,30158
3051,1.885498,1.0,30149
3052,1.824737,1.0,30152
3053,1.786735,1.0,30156
3054,1.85231,1.0,30159
3055,1.944925,1.0,30161
3056,1.885194,1.0,27549
3057,1.813637,1.0,30159
3058,1.763245,1.0,30129
3059,1.722544,1.0,30155
3060,1.840078,1.0,30131
3061,1.914343,1.0,30141
3062,2.02218,1.0,30159
3063,2.010694,1.0,29797
3064,2.106773,1.0,30154
3065,2.08913,1.0,30156
3066,2.151642,1.0,30149
3067,2.155654,1.0,30212
3068,2.18128,1.0,29742
3069,2.221978,1.0,30213
3070,2.211005,1.0,30185
3071,2.282018,1.0,30194
3072,2.342262,1.0,30207
3073,2.413605,1.0,30189
3074,2.452505,1.0,30023
3075,2.433267,1.0,29867
3076,2.322511,1.0,28815
3077,2.224846,1.0,30183
3078,2.161628,1.0,30138
3079,2.232858,1.0,30156
3080,2.16864,1.0,29968
3081,2.115731,1.0,30204
3082,2.132627,1.0,30172
3083,2.218057,1.0,30200
3084,2.274792,1.0,30195
3085,2.198158,1.0,30212
3086,2.097781,1.0,29880
3087,2.131805,1.0,30205
3088,2.212097,1.0,30207
3089,2.24199,1.0,30170
3090,2.306377,1.0,29523
3091,2.293262,1.0,29991
3092,2.206617,1.0,30147
3093,2.113706,1.0,30140
3094,2.024276,1.0,30107
3095,1.941403,1.0,30151
3096,1.893459,1.0,30177
3097,1.842881,1.0,29670
3098,1.923226,1.0,30112
3099,1.865402,1.0,30212
3100,1.968213,1.0,30209
3101,1.913134,1.0,30186
3102,1.886834,1.0,30180
3103,1.884088,1.0,30149
3104,1.835797,1.0,30177
3105,1.784322,1.0,30158
3106,1.813546,1.0,30084
3107,1.764399,1.0,27270
3108,1.723284,1.0,30132
3109,1.687739,1.0,30142
3110,1.686006,1.0,30163
3111,1.787755,1.0,30203
3112,1.907895,1.0,30097
3113,1.986692,1.0,29685
3114,2.058516,1.0,28758
3115,2.144884,1.0,30112
3116,2.126224,1.0,30162
3117,2.041809,1.0,29856
3118,1.945541,1.0,29445
3119,1.958657,1.0,30201
3120,1.896931,1.0,30205
3121,1.865205,1.0,30204
3122,1.784162,1.0,28696
3123,1.716356,1.0,30197
3124,1.781764,1.0,27153
3125,1.735157,1.0,30179
3126,1.81122,1.0,30204
3127,1.870152,1.0,27408
3128,1.980421,1.0,30210
3129,2.002091,1.0,29950
3130,2.071667,1.0,30164
3131,2.158186,1.0,30180
3132,2.209362,1.0,28176
3133,2.289265,1.0,30145
3134,2.293633,1.0,30150
3135,2.193357,1.0,30143
3136,2.093383,1.0,30135
3137,2.012831,1.0,29726
3138,2.016481,1.0,30143
3139,2.018007,1.0,30159
3140,1.954441,1.0,30154
3141,1.896129,1.0,29426
3142,1.853863,1.0,30149
3143,1.770587,1.0,30142
3144,1.760885,1.0,30137
3145,1.731656,1.0,30095
3146,1.745776,1.0,30140
3147,1.813357,1.0,30159
3148,1.906326,1.0,30077
3149,1.996709,1.0,30200
3150,2.019103,1.0,28914
3151,2.081884,1.0,30145
3152,2.146926,1.0,30172
3153,2.159935,1.0,30142
3154,2.214034,1.0,30151
3155,2.231063,1.0,30121
3156,2.172545,1.0,30144
3157,2.087541,1.0,30130
3158,2.001397,1.0,30122
3159,1.910153,1.0,29833
3160,1.989123,1.0,30145
3161,2.065327,1.0,30145
3162,1.999592,1.0,30145
3163,1.933159,1.0,30184
3164,1.840857,1.0,30163
3165,1.782783,1.0,29877
3166,1.76841,1.0,30131
3167,1.719968,1.0,30119
3168,1.816189,1.0,27612
3169,1.884681,1.0,30140
3170,1.977243,1.0,30140
3171,2.067698,1.0,30103
3172,2.134014,1.0,30148
3173,2.090486,1.0,30148
3174,1.981023,1.0,30143
3175,1.929256,1.0,30144
3176,1.862589,1.0,30155
3177,1.832627,1.0,30153
3178,1.789594,1.0,30148
3179,1.754247,1.0,30145
3180,1.725507,1.0,30113
3181,1.704089,1.0,26973
3182,1.733647,1.0,30127
3183,1.790559,1.0,30168
3184,1.839029,1.0,30174
3185,1.900562,1.0,30173
3186,1.905041,1.0,30173
3187,1.982029,1.0,30202
3188,1.915987,1.0,30201
3189,1.844147,1.0,30207
3190,1.891205,1.0,30197
3191,1.88805,1.0,30184
3192,1.82223,1.0,30187
3193,1.79086,1.0,30182
3194,1.766624,1.0,30193
3195,1.83739,1.0,30170
3196,1.77331,1.0,30150
3197,1.730093,1.0,30151
3198,1.664198,1.0,30135
3199,1.634478,1.0,30147
3200,1.738066,1.0,28438
3201,1.755434,1.0,30139
3202,1.771688,1.0,29912
3203,1.750626,1.0,30150
3204,1.840864,1.0,30151
3205,1.896005,1.0,30152
3206,1.9457,1.0,30125
3207,1.914571,1.0,30148
3208,1.899732,1.0,30180
3209,1.910776,1.0,30142
3210,1.981343,1.0,30140
3211,1.989084,1.0,30142
3212,2.009776,1.0,30138
3213,1.971685,1.0,29739
3214,1.925012,1.0,28228
3215,1.857272,1.0,30145
3216,1.840443,1.0,30141
3217,1.825964,1.0,30160
3218,1.754276,1.0,30162
3219,1.80028,1.0,29800
3220,1.826334,1.0,30156
3221,1.764816,1.0,30175
3222,1.698595,1.0,30159
3223,1.700544,1.0,27198
3224,1.808815,1.0,30135
3225,1.821593,1.0,30168
3226,1.815134,1.0,30180
3227,1.814995,1.0,30151
3228,1.751404,1.0,25716
3229,1.68934,1.0,29867
3230,1.67198,1.0,30194
3231,1.611645,1.0,29911
3232,1.578521,1.0,30151
3233,1.629412,1.0,30185
3234,1.597719,1.0,30149
3235,1.63197,1.0,30151
3236,1.711408,1.0,29616
3237,1.81048,1.0,30143
3238,1.89385,1.0,30150
3239,1.927949,1.0,30150
3240,1.858967,1.0,30154
3241,1.798039,1.0,30146
3242,1.725585,1.0,30106
3243,1.819231,1.0,29709
3244,1.894325,1.0,30150
3245,1.928833,1.0,30153
3246,1.942899,1.0,30159
3247,1.966099,1.0,29780
3248,2.018131,1.0,30148
3249,2.024274,1.0,30147
3250,1.95243,1.0,30149
3251,1.884176,1.0,30111
3252,1.831443,1.0,30158
3253,1.814462,1.0,30160
3254,1.885579,1.0,30161
3255,1.794728,1.0,30153
3256,1.761687,1.0,29791
3257,1.704748,1.0,30154
3258,1.660615,1.0,28213
3259,1.633952,1.0,30148
3260,1.592885,1.0,28323
3261,1.568902,1.0,30138
3262,1.568466,1.0,30109
3263,1.542051,1.0,29996
3264,1.668948,1.0,30148
3265,1.76853,1.0,30131
3266,1.842973,1.0,30144
3267,1.817602,1.0,30150
3268,1.765472,1.0,30135
3269,1.705928,1.0,30150
3270,1.73431,1.0,30150
3271,1.776812,1.0,30149
3272,1.804409,1.0,30152
3273,1.846017,1.0,30015
3274,1.867956,1.0,30154
3275,1.931824,1.0,28309
3276,1.935112,1.0,30161
3277,1.857175,1.0,30158
3278,1.850365,1.0,29795
3279,1.882,1.0,29882
3280,1.82527,1.0,30170
3281,1.763869,1.0,30202
3282,1.707722,1.0,30203
3283,1.692861,1.0,30207
3284,1.64615,1.0,30202
3285,1.621832,1.0,30199
3286,1.574281,1.0,30207
3287,1.570569,1.0,30166
3288,1.661535,1.0,30152
3289,1.733851,1.0,26522
3290,1.743101,1.0,30159
3291,1.778012,1.0,30051
3292,1.803823,1.0,30125
3293,1.830591,1.0,30145
3294,1.857897,1.0,30152
3295,1.80654,1.0,30160
3296,1.877884,1.0,30197
3297,1.851113,1.0,30153
3298,1.943016,1.0,30031
3299,1.980948,1.0,30135
3300,2.02238,1.0,30107
3301,1.936131,1.0,30140
3302,1.855027,1.0,30141
3303,1.814606,1.0,30105
3304,1.773032,1.0,29660
3305,1.721674,1.0,28569
3306,1.678406,1.0,28886
3307,1.603086,1.0,30204
3308,1.559383,1.0,30195
3309,1.517412,1.0,30203
3310,1.542835,1.0,30195
3311,1.644423,1.0,30122
3312,1.644658,1.0,30167
3313,1.615681,1.0,30178
3314,1.608193,1.0,30125
3315,1.578673,1.0,30132
3316,1.534668,1.0,30153
3317,1.648761,1.0,30037
3318,1.741749,1.0,30136
3319,1.726193,1.0,30143
3320,1.710453,1.0,30121
3321,1.673359,1.0,30150
3322,1.651833,1.0,29985
3323,1.612926,1.0,30137
3324,1.598616,1.0,30019
3325,1.626843,1.0,30147
3326,1.703866,1.0,30134
3327,1.780806,1.0,30146
3328,1.827145,1.0,30142
3329,1.866262,1.0,30156
3330,1.940708,1.0,30148
3331,2.000397,1.0,30139
3332,2.086843,1.0,29964
3333,2.108663,1.0,30139
3334,2.162067,1.0,30160
3335,2.207053,1.0,30143
3336,2.244899,1.0,30164
3337,2.269596,1.0,30150
3338,2.148713,1.0,30191
3339,2.079407,1.0,30167
3340,1.976523,1.0,30134
3341,2.017061,1.0,30083
3342,2.070866,1.0,30150
3343,2.122063,1.0,30179
3344,2.119086,1.0,30174
3345,2.164564,1.0,30136
3346,2.173148,1.0,30019
3347,2.071342,1.0,30171
3348,1.97445,1.0,30126
3349,2.005876,1.0,30138
3350,2.051709,1.0,30122
3351,2.037843,1.0,30141
3352,2.048593,1.0,28135
3353,1.987656,1.0,30150
3354,1.985686,1.0,30140
3355,1.97073,1.0,30146
3356,1.907667,1.0,30062
3357,1.829299,1.0,30155
3358,1.771438,1.0,30167
3359,1.777508,1.0,30147
3360,1.814081,1.0,30159
3361,1.799045,1.0,29622
3362,1.747349,1.0,30156
3363,1.704369,1.0,29986
3364,1.621767,1.0,29961
3365,1.592577,1.0,30154
3366,1.576747,1.0,30150
3367,1.516917,1.0,30022
3368,1.462103,1.0,29522
3369,1.417706,1.0,30151
3370,1.38423,1.0,30149
3371,1.393514,1.0,30147
3372,1.386771,1.0,28767
3373,1.454128,1.0,30120
3374,1.440616,1.0,29841
3375,1.413924,1.0,30085
3376,1.418962,1.0,30053
3377,1.51715,1.0,30129
3378,1.5356,1.0,30080
3379,1.525652,1.0,30094
3380,1.492982,1.0,30159
3381,1.479238,1.0,30127
3382,1.430606,1.0,30169
3383,1.416828,1.0,30117
3384,1.378367,1.0,29767
3385,1.333729,1.0,30027
3386,1.365264,1.0,30160
3387,1.334065,1.0,30151
3388,1.379681,1.0,30155
3389,1.432838,1.0,30159
3390,1.525223,1.0,30155
3391,1.501405,1.0,30123
3392,1.479352,1.0,30153
3393,1.467613,1.0,28569
3394,1.480908,1.0,28555
3395,1.585795,1.0,30185
3396,1.518761,1.0,30155
3397,1.525488,1.0,30169
3398,1.538421,1.0,28774
3399,1.628145,1.0,30191
3400,1.697344,1.0,30168
3401,1.728186,1.0,30194
3402,1.702992,1.0,30206
3403,1.771859,1.0,30176
3404,1.717583,1.0,30168
3405,1.661752,1.0,30152
3406,1.653355,1.0,30156
3407,1.629574,1.0,30164
3408,1.596011,1.0,30159
3409,1.660587,1.0,30154
3410,1.716583,1.0,30115
3411,1.700005,1.0,30149
3412,1.646446,1.0,29711
3413,1.600804,1.0,30150
3414,1.600284,1.0,30019
3415,1.658291,1.0,30147
3416,1.637593,1.0,30143
3417,1.7223,1.0,30151
3418,1.791234,1.0,26613
3419,1.778171,1.0,30174
3420,1.81836,1.0,30194
3421,1.794865,1.0,30150
3422,1.74895,1.0,30191
3423,1.712535,1.0,30135
3424,1.663487,1.0,30129
3425,1.68084,1.0,30131
3426,1.763217,1.0,30060
3427,1.813302,1.0,30116
3428,1.747029,1.0,30190
3429,1.693457,1.0,30145
3430,1.758248,1.0,30132
3431,1.80837,1.0,30134
3432,1.847681,1.0,30187
3433,1.90504,1.0,30195
3434,1.972498,1.0,30111
3435,2.021794,1.0,30159
3436,2.065787,1.0,30133
3437,2.057751,1.0,29735
3438,1.950338,1.0,29976
3439,1.929931,1.0,30132
3440,1.971785,1.0,30150
3441,1.981744,1.0,30154
3442,1.900223,1.0,30149
3443,1.839438,1.0,30154
3444,1.811085,1.0,30182
3445,1.790089,1.0,28257
3446,1.853154,1.0,30182
3447,1.777833,1.0,30205
3448,1.704464,1.0,30205
3449,1.703147,1.0,30183
3450,1.762328,1.0,30167
3451,1.819802,1.0,30151
3452,1.846146,1.0,30153
3453,1.873026,1.0,30154
3454,1.812637,1.0,30184
3455,1.750538,1.0,30140
3456,1.684769,1.0,30164
3457,1.636074,1.0,30168
3458,1.666385,1.0,29762
3459,1.719484,1.0,30155
3460,1.742949,1.0,30181
3461,1.812374,1.0,30172
3462,1.774926,1.0,30139
3463,1.736871,1.0,30146
3464,1.689834,1.0,30084
3465,1.629177,1.0,30034
3466,1.609929,1.0,30148
3467,1.608478,1.0,30153
3468,1.650344,1.0,30148
3469,1.667898,1.0,30151
3470,1.672424,1.0,30153
3471,1.638878,1.0,30164
3472,1.601903,1.0,30153
3473,1.544546,1.0,30158
3474,1.487692,1.0,29773
3475,1.4473,1.0,30155
3476,1.420898,1.0,30116
3477,1.402829,1.0,30200
3478,1.41534,1.0,30209
3479,1.396142,1.0,30201
3480,1.471986,1.0,28240
3481,1.431647,1.0,30211
3482,1.51492,1.0,30205
3483,1.570377,1.0,30198
3484,1.630311,1.0,30145
3485,1.692854,1.0,30012
3486,1.722722,1.0,30155
3487,1.764209,1.0,30098
3488,1.715257,1.0,30207
3489,1.647846,1.0,30189
3490,1.642851,1.0,26204
3491,1.593373,1.0,28595
3492,1.516985,1.0,30145
3493,1.466911,1.0,30118
3494,1.441286,1.0,30079
3495,1.391594,1.0,30105
3496,1.470916,1.0,29793
3497,1.424693,1.0,30190
3498,1.382574,1.0,28744
3499,1.488544,1.0,30152
3500,1.516308,1.0,27678
3501,1.533646,1.0,29950
3502,1.501324,1.0,29709
3503,1.469841,1.0,30182
3504,1.441313,1.0,30120
3505,1.406876,1.0,30134
3506,1.401459,1.0,30169
3507,1.511672,1.0,30027
3508,1.569008,1.0,30155
3509,1.608089,1.0,30135
3510,1.551218,1.0,30127
3511,1.59871,1.0,30116
3512,1.70324,1.0,29974
3513,1.728819,1.0,30152
3514,1.714943,1.0,30087
3515,1.738252,1.0,28662
3516,1.677588,1.0,30129
3517,1.606473,1.0,30152
3518,1.551414,1.0,30135
3519,1.600493,1.0,30016
3520,1.678462,1.0,30144
3521,1.621943,1.0,30167
3522,1.613991,1.0,30126
3523,1.603779,1.0,30134
3524,1.662637,1.0,30146
3525,1.670588,1.0,30152
3526,1.735623,1.0,30051
3527,1.795059,1.0,30161
3528,1.799393,1.0,30205
3529,1.883491,1.0,30202
3530,1.944456,1.0,30211
3531,1.93401,1.0,30100
3532,1.991551,1.0,29796
3533,2.019948,1.0,30120
3534,1.951624,1.0,30156
3535,1.8705,0.99,30136
3536,1.77267,0.99,30161
3537,1.797063,0.99,28000
3538,1.827152,0.99,30147
3539,1.900956,0.99,30131
3540,1.840102,0.99,30028
3541,1.859504,0.99,30184
3542,1.894968,0.99,30204
3543,1.829909,0.99,30210
3544,1.726988,0.99,30210
3545,1.670684,0.99,30040
3546,1.623923,0.99,30188
3547,1.557134,0.99,30185
3548,1.564984,0.99,30144
3549,1.64946,0.99,30151
3550,1.595639,0.99,30151
3551,1.55024,0.99,30141
3552,1.505528,0.99,30164
3553,1.491758,0.99,30166
3554,1.497175,0.99,30186
3555,1.46949,0.99,30180
3556,1.46775,0.99,30147
3557,1.536727,0.99,30128
3558,1.642587,0.99,30147
3559,1.698996,0.99,30147
3560,1.686077,0.99,29366
3561,1.652753,0.99,30180
3562,1.61719,0.99,30184
3563,1.608568,0.99,30166
3564,1.561622,0.99,30156
3565,1.520853,0.99,29967
3566,1.495159,0.99,30199
3567,1.485811,0.99,30178
3568,1.565782,0.99,30157
3569,1.638294,0.99,30161
3570,1.715892,0.99,30045
3571,1.759563,0.99,30161
3572,1.732496,0.99,30147
3573,1.794732,0.99,30167
3574,1.759888,0.99,30145
3575,1.824862,0.99,30205
3576,1.77305,0.99,30146
3577,1.719021,0.99,30138
3578,1.669981,0.99,30128
3579,1.62053,0.99,30143
3580,1.60064,0.99,30150
3581,1.6506,0.99,30158
3582,1.722969,0.99,30146
3583,1.783894,0.99,30146
3584,1.834736,0.99,27997
3585,1.820895,0.99,30144
3586,1.808248,0.99,30048
3587,1.845258,0.99,30199
3588,1.792619,0.99,30156
3589,1.737336,0.99,30130
3590,1.675759,0.99,30145
3591,1.635098,0.99,30148
3592,1.631147,0.99,30062
3593,1.714091,0.99,30156
3594,1.654578,0.99,30155
3595,1.618105,0.99,30150
3596,1.603335,0.99,30092
3597,1.560082,0.99,30161
3598,1.566048,0.99,30156
3599,1.534935,0.99,30184
3600,1.638623,0.99,30190
3601,1.719039,0.99,30154
3602,1.806938,0.99,30154
3603,1.734729,0.98,30173
3604,1.802052,0.98,30121
3605,1.775118,0.98,30208
3606,1.751364,0.98,30113
3607,1.710596,0.98,30175
3608,1.6609,0.98,30140
3609,1.646052,0.98,30166
3610,1.586362,0.98,30116
3611,1.530839,0.98,30095
3612,1.481865,0.98,29987
3613,1.462481,0.98,30146
3614,1.499204,0.98,30143
3615,1.541475,0.98,29700
3616,1.649887,0.98,30144
3617,1.711467,0.98,30182
3618,1.793798,0.98,30159
3619,1.8735,0.98,30108
3620,1.914578,0.98,30131
3621,1.881865,0.98,30152
3622,1.798343,0.98,30159
3623,1.767412,0.98,30152
3624,1.697673,0.98,30150
3625,1.679463,0.98,30161
3626,1.604249,0.98,30188
3627,1.552937,0.98,30181
3628,1.528749,0.98,30207
3629,1.481308,0.98,30164
3630,1.481815,0.98,28744
3631,1.434423,0.98,30118
3632,1.395466,0.98,30162
3633,1.355277,0.98,29781
3634,1.392713,0.98,30161
3635,1.508397,0.98,30155
3636,1.590593,0.98,30144
3637,1.676761,0.98,30147
3638,1.745849,0.98,30150
3639,1.842691,0.98,30161
3640,1.888867,0.98,30155
3641,1.870149,0.98,30142
3642,1.790679,0.98,30005
3643,1.754257,0.98,30144
3644,1.710182,0.98,29994
3645,1.735661,0.98,30157
3646,1.779604,0.98,30164
3647,1.829394,0.98,30149
3648,1.723004,0.98,30155
3649,1.681598,0.98,30147
3650,1.689197,0.98,28561
3651,1.78478,0.98,30150
3652,1.761749,0.98,30150
3653,1.684095,0.98,30094
3654,1.623094,0.98,30156
3655,1.686013,0.98,30175
3656,1.726435,0.98,30152
3657,1.664648,0.98,30146
3658,1.65122,0.98,30118
3659,1.612916,0.98,30147
3660,1.567925,0.98,30164
3661,1.520249,0.98,28528
3662,1.501591,0.98,30129
3663,1.453836,0.98,30197
3664,1.404711,0.98,29985
3665,1.494991,0.98,30122
3666,1.578722,0.98,30147
3667,1.620101,0.98,30144
3668,1.700877,0.98,30147
3669,1.634694,0.98,30159
3670,1.576211,0.98,30151
3671,1.54322,0.98,30157
3672,1.483098,0.97,29845
3673,1.462918,0.97,30149
3674,1.472005,0.97,30147
3675,1.443348,0.97,30102
3676,1.538859,0.97,30139
3677,1.513502,0.97,28303
3678,1.483939,0.97,30152
3679,1.524258,0.97,30094
3680,1.504073,0.97,30174
3681,1.610262,0.97,29374
3682,1.712269,0.97,30146
3683,1.693454,0.97,28400
3684,1.743906,0.97,30153
3685,1.729514,0.97,29983
3686,1.67168,0.97,30167
3687,1.64468,0.97,30180
3688,1.594558,0.97,30189
3689,1.674461,0.97,30130
3690,1.651157,0.97,30165
3691,1.711012,0.97,30150
3692,1.779606,0.97,30029
3693,1.70785,0.97,30138
3694,1.656295,0.97,30147
3695,1.617679,0.97,28313
3696,1.581461,0.97,30133
3697,1.557572,0.97,30140
3698,1.552676,0.97,30142
3699,1.593874,0.97,30151
3700,1.620809,0.97,30061
3701,1.611096,0.97,29829
3702,1.57637,0.97,30142
3703,1.540099,0.97,30149
3704,1.528727,0.97,29817
3705,1.465038,0.97,30143
3706,1.478686,0.97,30083
3707,1.507722,0.97,30150
3708,1.533925,0.97,30197
3709,1.610942,0.97,29908
3710,1.577475,0.97,30153
3711,1.56607,0.97,29484
3712,1.510625,0.97,30062
3713,1.454217,0.97,30028
3714,1.416974,0.97,30075
3715,1.388183,0.97,29923
3716,1.393101,0.97,30182
3717,1.35562,0.97,30173
3718,1.360038,0.97,30135
3719,1.302657,0.97,30136
