step,loss,lrm,tok_per_sec
7585,0.102731,0.4,30091
7586,0.104185,0.4,30203
7587,0.105428,0.4,30117
7588,0.107724,0.4,29955
7589,0.106487,0.4,30203
7590,0.103772,0.4,30200
7591,0.102732,0.4,30185
7592,0.103468,0.4,27027
7593,0.103121,0.4,30170
7594,0.103536,0.4,30180
7595,0.101347,0.4,30202
7596,0.101699,0.4,30187
7597,0.102091,0.4,30192
7598,0.100735,0.4,30190
7599,0.100387,0.4,28577
7600,0.100507,0.4,28564
7601,0.100802,0.4,30170
7602,0.102125,0.4,25105
7603,0.100762,0.4,30186
7604,0.102483,0.4,30206
7605,0.101678,0.4,30179
7606,0.101759,0.4,30179
7607,0.103188,0.4,30134
7608,0.104363,0.4,30159
7609,0.103543,0.4,30190
7610,0.102989,0.4,29958
7611,0.102225,0.4,30180
7612,0.103228,0.4,30098
7613,0.102538,0.4,30188
7614,0.100701,0.4,30180
7615,0.099219,0.4,30194
7616,0.098288,0.4,28897
7617,0.102156,0.4,30205
7618,0.103487,0.4,30201
7619,0.105154,0.4,30202
7620,0.10596,0.4,29983
7621,0.105117,0.4,28504
7622,0.104378,0.4,30190
7623,0.107311,0.4,30193
7624,0.106835,0.4,30210
7625,0.106034,0.4,30202
7626,0.106395,0.4,30160
7627,0.105296,0.4,30171
7628,0.104896,0.4,30191
7629,0.103966,0.4,30192
7630,0.103697,0.4,30196
7631,0.101105,0.4,29689
7632,0.100798,0.4,30209
7633,0.099387,0.4,30202
7634,0.098958,0.4,29988
7635,0.098153,0.4,30148
7636,0.099335,0.4,30204
7637,0.101901,0.4,30060
7638,0.101113,0.4,30196
7639,0.101753,0.4,30197
7640,0.102341,0.39,30210
7641,0.102018,0.39,30013
7642,0.100963,0.39,30205
7643,0.102045,0.39,30158
7644,0.103708,0.39,30195
7645,0.109795,0.39,28278
7646,0.107279,0.39,30192
7647,0.106503,0.39,30152
7648,0.106318,0.39,30203
7649,0.103864,0.39,30204
7650,0.102193,0.39,30195
7651,0.105067,0.39,30154
7652,0.104626,0.39,30191
7653,0.103103,0.39,30187
7654,0.103533,0.39,29886
7655,0.103798,0.39,30162
7656,0.106971,0.39,30188
7657,0.10617,0.39,30211
7658,0.106938,0.39,30188
7659,0.10787,0.39,29612
7660,0.107208,0.39,30190
7661,0.106647,0.39,30205
7662,0.105938,0.39,30192
7663,0.104433,0.39,30138
7664,0.104179,0.39,30182
7665,0.104293,0.39,30200
7666,0.10516,0.39,30173
7667,0.101572,0.39,30202
7668,0.101427,0.39,30202
7669,0.099937,0.39,30201
7670,0.101438,0.39,29934
7671,0.106278,0.39,30206
7672,0.109517,0.39,30202
7673,0.106973,0.39,30203
7674,0.105135,0.39,30163
7675,0.106245,0.39,30192
7676,0.106815,0.39,30186
7677,0.102314,0.39,30193
7678,0.103322,0.39,30154
7679,0.108161,0.39,30149
7680,0.107637,0.39,30189
7681,0.105631,0.39,30145
7682,0.106754,0.39,30193
7683,0.104885,0.39,30197
7684,0.10663,0.39,29803
7685,0.106013,0.39,30155
7686,0.107016,0.39,30064
7687,0.105541,0.39,30127
7688,0.110144,0.39,30140
7689,0.110189,0.39,30152
7690,0.109495,0.39,30197
7691,0.112865,0.39,28413
7692,0.110101,0.39,30198
7693,0.112847,0.39,30158
7694,0.111806,0.39,30123
7695,0.11007,0.39,30191
7696,0.110252,0.39,28736
7697,0.108589,0.39,30197
7698,0.108972,0.39,30205
7699,0.108043,0.39,30206
7700,0.105563,0.39,30159
7701,0.10151,0.39,30180
7702,0.0996,0.39,30184
7703,0.098412,0.39,30163
7704,0.098191,0.39,30185
7705,0.098614,0.39,30185
7706,0.099384,0.39,30198
7707,0.098049,0.39,28695
7708,0.098403,0.38,30130
7709,0.099067,0.38,30188
7710,0.09993,0.38,28130
7711,0.097845,0.38,30186
7712,0.097418,0.38,30197
7713,0.095859,0.38,30091
7714,0.095753,0.38,30185
7715,0.09464,0.38,29747
7716,0.093735,0.38,29838
7717,0.092509,0.38,30194
7718,0.092382,0.38,30197
7719,0.092719,0.38,30196
7720,0.092468,0.38,30191
7721,0.093942,0.38,30183
7722,0.093262,0.38,30169
7723,0.093623,0.38,30203
7724,0.09231,0.38,30193
7725,0.090804,0.38,29731
7726,0.091076,0.38,30189
7727,0.090466,0.38,30180
7728,0.088683,0.38,30180
7729,0.087046,0.38,30190
7730,0.089192,0.38,30190
7731,0.089015,0.38,30190
7732,0.091693,0.38,30190
7733,0.091896,0.38,30155
7734,0.093845,0.38,30154
7735,0.095483,0.38,30183
7736,0.094562,0.38,28421
7737,0.094025,0.38,28438
7738,0.092162,0.38,30193
7739,0.093664,0.38,30201
7740,0.092949,0.38,30183
7741,0.093631,0.38,25383
7742,0.092417,0.38,30171
7743,0.094735,0.38,30197
7744,0.093447,0.38,30185
7745,0.093093,0.38,30185
7746,0.093179,0.38,30066
7747,0.092629,0.38,30180
7748,0.093035,0.38,30182
7749,0.091609,0.38,30163
7750,0.092019,0.38,30195
7751,0.093339,0.38,30167
7752,0.092525,0.38,30167
7753,0.092206,0.38,30192
7754,0.092462,0.38,28180
7755,0.093884,0.38,30202
7756,0.092032,0.38,30057
7757,0.090745,0.38,30174
7758,0.08987,0.38,30121
7759,0.090305,0.38,30192
7760,0.089107,0.38,30202
7761,0.107271,0.38,30202
7762,0.104434,0.38,30180
7763,0.105858,0.38,30196
7764,0.104446,0.38,30073
7765,0.100022,0.38,30194
7766,0.097881,0.38,30133
7767,0.096062,0.38,30193
7768,0.095251,0.38,30189
7769,0.093905,0.38,30190
7770,0.093088,0.38,30185
7771,0.090466,0.38,29593
7772,0.088248,0.38,30168
7773,0.087658,0.38,30066
7774,0.084839,0.38,30171
7775,0.084225,0.38,30199
7776,0.082064,0.38,30182
7777,0.083181,0.37,30179
7778,0.085842,0.37,30194
7779,0.086122,0.37,30194
7780,0.084608,0.37,29860
7781,0.082294,0.37,30185
7782,0.082674,0.37,30097
7783,0.084275,0.37,28217
7784,0.089929,0.37,30136
7785,0.089797,0.37,30021
7786,0.091976,0.37,30134
7787,0.092513,0.37,30111
7788,0.092607,0.37,29614
7789,0.092782,0.37,30054
7790,0.09195,0.37,29999
7791,0.09011,0.37,30129
7792,0.088971,0.37,30200
7793,0.089134,0.37,30151
7794,0.087405,0.37,30184
7795,0.086094,0.37,30198
7796,0.084825,0.37,30187
7797,0.085133,0.37,30170
7798,0.082817,0.37,29959
7799,0.08204,0.37,30178
7800,0.080918,0.37,30186
7801,0.081519,0.37,30183
7802,0.082846,0.37,30109
7803,0.083903,0.37,30189
7804,0.085243,0.37,29889
7805,0.085334,0.37,30201
7806,0.086359,0.37,30201
7807,0.08513,0.37,30178
7808,0.083938,0.37,30121
7809,0.084755,0.37,30201
7810,0.084927,0.37,30182
7811,0.085225,0.37,30139
7812,0.08678,0.37,30180
7813,0.086879,0.37,30109
7814,0.086076,0.37,30198
7815,0.086018,0.37,30155
7816,0.088213,0.37,30170
7817,0.088491,0.37,30183
7818,0.088212,0.37,29642
7819,0.088079,0.37,29921
7820,0.086412,0.37,30199
7821,0.085577,0.37,30110
7822,0.086102,0.37,30132
7823,0.087084,0.37,30159
7824,0.087354,0.37,29607
7825,0.086953,0.37,30194
7826,0.086151,0.37,30147
7827,0.084253,0.37,30193
7828,0.084537,0.37,30199
7829,0.084981,0.37,30185
7830,0.083159,0.37,28277
7831,0.081443,0.37,30157
7832,0.081457,0.37,30169
7833,0.081363,0.37,30193
7834,0.079956,0.37,30174
7835,0.081677,0.37,29693
7836,0.081683,0.37,30150
7837,0.079746,0.37,30200
7838,0.080706,0.37,30188
7839,0.080181,0.37,30145
7840,0.079241,0.37,29864
7841,0.080398,0.37,30147
7842,0.081092,0.37,30191
7843,0.081479,0.37,30198
7844,0.082663,0.37,30187
7845,0.082753,0.36,30193
7846,0.085568,0.36,30191
7847,0.084731,0.36,30190
7848,0.085006,0.36,30156
7849,0.084476,0.36,30189
7850,0.085586,0.36,30188
7851,0.084802,0.36,30186
7852,0.085856,0.36,30109
7853,0.087319,0.36,30113
7854,0.085958,0.36,30071
7855,0.085706,0.36,30181
7856,0.0866,0.36,30189
7857,0.08662,0.36,30176
7858,0.086642,0.36,30175
7859,0.089286,0.36,30189
7860,0.090511,0.36,29521
7861,0.088876,0.36,30116
7862,0.088264,0.36,30198
7863,0.085773,0.36,30166
7864,0.086364,0.36,30185
7865,0.086659,0.36,30142
7866,0.085617,0.36,30195
7867,0.125741,0.36,30198
7868,0.120992,0.36,30192
7869,0.116462,0.36,30204
7870,0.113619,0.36,29893
7871,0.110387,0.36,29280
7872,0.107527,0.36,30155
7873,0.103932,0.36,30181
7874,0.101319,0.36,30188
7875,0.101297,0.36,30191
7876,0.098634,0.36,28193
7877,0.096162,0.36,30126
7878,0.093969,0.36,30190
7879,0.093719,0.36,30197
7880,0.092359,0.36,30200
7881,0.090146,0.36,29588
7882,0.091489,0.36,30191
7883,0.092299,0.36,30184
7884,0.093884,0.36,30199
7885,0.091763,0.36,30199
7886,0.093745,0.36,30040
7887,0.091183,0.36,30119
7888,0.089374,0.36,28883
7889,0.087027,0.36,30192
7890,0.083401,0.36,29714
7891,0.083459,0.36,30164
7892,0.083537,0.36,28298
7893,0.083803,0.36,30137
7894,0.083959,0.36,29373
7895,0.08402,0.36,30200
7896,0.083765,0.36,30166
7897,0.084426,0.36,30201
7898,0.083786,0.36,30189
7899,0.081312,0.36,29867
7900,0.08098,0.36,30152
7901,0.082556,0.36,30157
7902,0.082189,0.36,30184
7903,0.079913,0.36,30185
7904,0.079971,0.36,29729
7905,0.083151,0.36,30184
7906,0.082865,0.36,30201
7907,0.084867,0.36,30126
7908,0.0847,0.36,30170
7909,0.084491,0.36,30183
7910,0.083598,0.36,30187
7911,0.081655,0.36,30156
7912,0.07982,0.36,30187
7913,0.078135,0.36,30147
7914,0.076515,0.35,30082
7915,0.075789,0.35,30179
7916,0.076723,0.35,30174
7917,0.075348,0.35,30200
7918,0.076077,0.35,30200
7919,0.077333,0.35,30195
7920,0.077382,0.35,30191
7921,0.07685,0.35,30187
7922,0.077129,0.35,30188
7923,0.077837,0.35,28486
7924,0.077878,0.35,30151
7925,0.07648,0.35,30196
7926,0.076698,0.35,30194
7927,0.076314,0.35,30156
7928,0.076715,0.35,30192
7929,0.075828,0.35,30206
7930,0.076658,0.35,30196
7931,0.076487,0.35,30194
7932,0.077021,0.35,30192
7933,0.078193,0.35,30169
7934,0.07857,0.35,30193
7935,0.077756,0.35,30150
7936,0.077037,0.35,30164
7937,0.076173,0.35,30190
7938,0.07503,0.35,30198
7939,0.076445,0.35,30173
7940,0.075541,0.35,29950
7941,0.074948,0.35,30194
7942,0.074513,0.35,30197
7943,0.076166,0.35,30195
7944,0.075369,0.35,30152
7945,0.076921,0.35,30187
7946,0.078068,0.35,30148
7947,0.07801,0.35,30151
7948,0.077626,0.35,30070
7949,0.079169,0.35,30178
7950,0.079241,0.35,30191
7951,0.081333,0.35,30194
7952,0.079855,0.35,30176
7953,0.080568,0.35,30186
7954,0.079233,0.35,30187
7955,0.078625,0.35,30183
7956,0.080589,0.35,29458
7957,0.077654,0.35,30198
7958,0.077346,0.35,30035
7959,0.075676,0.35,30053
7960,0.074657,0.35,30150
7961,0.07382,0.35,30162
7962,0.073798,0.35,30199
7963,0.074596,0.35,30171
7964,0.074104,0.35,30172
7965,0.07404,0.35,30188
7966,0.074214,0.35,30119
7967,0.075293,0.35,28241
7968,0.074775,0.35,30190
7969,0.075005,0.35,28506
7970,0.075047,0.35,30183
7971,0.076862,0.35,30177
7972,0.07729,0.35,29955
7973,0.077164,0.35,30200
7974,0.078212,0.35,30183
7975,0.078856,0.35,30142
7976,0.078352,0.35,30128
7977,0.078258,0.35,30106
7978,0.077347,0.35,30111
7979,0.076235,0.35,29379
7980,0.077719,0.35,30179
7981,0.078235,0.35,30064
7982,0.078871,0.34,30185
7983,0.077842,0.34,30195
7984,0.076743,0.34,30182
7985,0.075082,0.34,30190
7986,0.075194,0.34,29314
7987,0.075227,0.34,30195
7988,0.075282,0.34,30195
7989,0.076778,0.34,30192
7990,0.077355,0.34,30139
7991,0.079121,0.34,30193
7992,0.078975,0.34,30177
7993,0.078795,0.34,30167
7994,0.078535,0.34,30186
7995,0.077733,0.34,30191
7996,0.076986,0.34,30199
7997,0.076681,0.34,30157
7998,0.075865,0.34,30177
7999,0.074141,0.34,30191
8000,0.071392,0.34,30416
8001,0.072405,0.34,30414
8002,0.072964,0.34,30334
8003,0.075244,0.34,30316
8004,0.075137,0.34,29899
8005,0.073669,0.34,30323
8006,0.076241,0.34,30309
8007,0.075588,0.34,30338
8008,0.075258,0.34,30329
8009,0.074021,0.34,30330
8010,0.073493,0.34,30326
8011,0.073564,0.34,30328
8012,0.071643,0.34,30258
8013,0.072063,0.34,30330
8014,0.071095,0.34,30323
8015,0.071533,0.34,28553
8016,0.071303,0.34,30286
8017,0.071527,0.34,30320
8018,0.071613,0.34,30239
8019,0.071953,0.34,30209
8020,0.071158,0.34,26396
8021,0.071362,0.34,30312
8022,0.073727,0.34,30277
8023,0.07094,0.34,30304
8024,0.071692,0.34,30236
8025,0.071892,0.34,30088
8026,0.072734,0.34,29675
8027,0.072734,0.34,30223
8028,0.073884,0.34,30231
8029,0.074872,0.34,30228
8030,0.074554,0.34,30260
8031,0.073845,0.34,30138
8032,0.072198,0.34,30239
8033,0.072402,0.34,28880
8034,0.072528,0.34,30313
8035,0.073427,0.34,30217
8036,0.073611,0.34,30242
8037,0.071974,0.34,29647
8038,0.072957,0.34,30203
8039,0.072913,0.34,29373
8040,0.073538,0.34,28675
8041,0.073377,0.34,30101
8042,0.072737,0.34,30146
8043,0.073382,0.34,30173
8044,0.071622,0.34,30183
8045,0.072289,0.34,30198
8046,0.070288,0.34,30202
8047,0.068392,0.34,30213
8048,0.06688,0.34,30211
8049,0.067243,0.34,29779
8050,0.069656,0.33,30110
8051,0.070271,0.33,30167
8052,0.07109,0.33,30173
8053,0.070977,0.33,30187
8054,0.0726,0.33,30165
8055,0.071393,0.33,30198
8056,0.071819,0.33,30204
8057,0.070778,0.33,30190
8058,0.070199,0.33,30199
8059,0.069421,0.33,30196
8060,0.069047,0.33,30201
8061,0.068648,0.33,30207
8062,0.069075,0.33,28617
8063,0.069134,0.33,30171
8064,0.069382,0.33,30186
8065,0.069867,0.33,29738
8066,0.070376,0.33,30174
8067,0.070925,0.33,30195
8068,0.074431,0.33,30164
8069,0.074746,0.33,30200
8070,0.07452,0.33,30194
8071,0.079136,0.33,30192
8072,0.079138,0.33,30183
8073,0.078904,0.33,30193
8074,0.079011,0.33,30196
8075,0.077392,0.33,30051
8076,0.074915,0.33,30203
8077,0.074425,0.33,30190
8078,0.073046,0.33,30198
8079,0.0724,0.33,30188
8080,0.071924,0.33,30185
8081,0.071939,0.33,30182
8082,0.070024,0.33,30184
8083,0.070763,0.33,30195
8084,0.071892,0.33,30153
8085,0.073548,0.33,30092
8086,0.071827,0.33,30137
8087,0.070811,0.33,30151
8088,0.070327,0.33,30134
8089,0.071002,0.33,30165
8090,0.069452,0.33,30034
8091,0.070154,0.33,30109
8092,0.071732,0.33,30112
8093,0.071833,0.33,30193
8094,0.070467,0.33,30196
8095,0.070582,0.33,30190
8096,0.071139,0.33,30173
8097,0.070615,0.33,30195
8098,0.068492,0.33,30198
8099,0.067979,0.33,29977
8100,0.069658,0.33,30190
8101,0.070394,0.33,30198
8102,0.067961,0.33,30191
8103,0.067482,0.33,30094
8104,0.068469,0.33,30197
8105,0.067908,0.33,30097
8106,0.068559,0.33,30187
8107,0.067592,0.33,30188
8108,0.067881,0.33,30093
8109,0.067586,0.33,28470
8110,0.068679,0.33,28179
8111,0.068307,0.33,30160
8112,0.068954,0.33,30196
8113,0.067549,0.33,30191
8114,0.066786,0.33,30196
8115,0.066901,0.33,30188
8116,0.066675,0.33,30180
8117,0.065799,0.33,30154
8118,0.066013,0.33,30018
8119,0.065323,0.32,30166
8120,0.065913,0.32,30162
8121,0.064701,0.32,30189
8122,0.063226,0.32,30187
8123,0.064667,0.32,30147
8124,0.064631,0.32,30193
8125,0.063881,0.32,30186
8126,0.065052,0.32,30066
8127,0.067598,0.32,30167
8128,0.066958,0.32,30166
8129,0.068397,0.32,30180
8130,0.069286,0.32,30195
8131,0.069791,0.32,28342
8132,0.069271,0.32,30203
8133,0.067972,0.32,29390
8134,0.067995,0.32,30194
8135,0.066996,0.32,30184
8136,0.06813,0.32,30190
8137,0.066259,0.32,30153
8138,0.065954,0.32,30194
8139,0.065263,0.32,27275
8140,0.063584,0.32,30203
8141,0.063565,0.32,29810
8142,0.064322,0.32,30204
8143,0.064712,0.32,30208
8144,0.064552,0.32,30208
8145,0.06616,0.32,30202
8146,0.066718,0.32,30200
8147,0.06709,0.32,29713
8148,0.067308,0.32,30196
8149,0.067141,0.32,30201
8150,0.066788,0.32,30203
8151,0.065345,0.32,30191
8152,0.063955,0.32,30195
8153,0.063279,0.32,30127
8154,0.064303,0.32,28736
8155,0.063521,0.32,29884
8156,0.064084,0.32,30182
8157,0.064303,0.32,30186
8158,0.065001,0.32,30061
8159,0.06687,0.32,30200
8160,0.066979,0.32,30182
8161,0.067642,0.32,30155
8162,0.067066,0.32,30208
8163,0.066536,0.32,29358
8164,0.066487,0.32,30182
8165,0.06629,0.32,30132
8166,0.066093,0.32,29931
8167,0.065942,0.32,30173
8168,0.065045,0.32,30197
8169,0.063013,0.32,30164
8170,0.063478,0.32,30193
8171,0.064203,0.32,30203
8172,0.065212,0.32,30191
8173,0.067486,0.32,30206
8174,0.067984,0.32,30207
8175,0.068235,0.32,30205
8176,0.067576,0.32,29868
8177,0.066504,0.32,30204
8178,0.066538,0.32,30167
8179,0.066448,0.32,30205
8180,0.068791,0.32,30212
8181,0.069004,0.32,30206
8182,0.067793,0.32,30174
8183,0.066604,0.32,30149
8184,0.067038,0.32,30214
8185,0.070858,0.32,30200
8186,0.067929,0.32,30144
8187,0.066531,0.31,30195
8188,0.064982,0.31,30201
8189,0.065553,0.31,30209
8190,0.064528,0.31,30182
8191,0.06381,0.31,30165
8192,0.063624,0.31,30196
8193,0.06401,0.31,29957
8194,0.063762,0.31,30172
8195,0.063516,0.31,30185
8196,0.062113,0.31,30198
8197,0.061737,0.31,30173
8198,0.061771,0.31,30198
8199,0.061952,0.31,30142
8200,0.064223,0.31,28681
8201,0.064607,0.31,30196
8202,0.06525,0.31,30206
8203,0.066497,0.31,30202
8204,0.06605,0.31,30192
8205,0.063367,0.31,30198
8206,0.065203,0.31,30210
8207,0.064698,0.31,30177
8208,0.066223,0.31,29655
8209,0.065993,0.31,30105
8210,0.065832,0.31,30192
8211,0.063882,0.31,30202
8212,0.062463,0.31,30204
8213,0.062153,0.31,30204
8214,0.061246,0.31,30218
8215,0.06014,0.31,30198
8216,0.061289,0.31,30065
8217,0.061559,0.31,30211
8218,0.061165,0.31,30202
8219,0.060726,0.31,30207
8220,0.062074,0.31,30203
8221,0.062051,0.31,30196
8222,0.06126,0.31,30193
8223,0.061266,0.31,30184
8224,0.062861,0.31,29847
8225,0.063344,0.31,30124
8226,0.062797,0.31,30207
8227,0.062681,0.31,29485
8228,0.062527,0.31,30188
8229,0.061251,0.31,29565
8230,0.062081,0.31,29786
8231,0.06256,0.31,30104
8232,0.061995,0.31,30128
8233,0.059993,0.31,30161
8234,0.059671,0.31,30199
8235,0.059029,0.31,30045
8236,0.058944,0.31,30195
8237,0.058506,0.31,30199
8238,0.058438,0.31,30200
8239,0.05761,0.31,30195
8240,0.057274,0.31,30204
8241,0.056617,0.31,30197
8242,0.057543,0.31,30125
8243,0.056455,0.31,30181
8244,0.05644,0.31,30192
8245,0.056749,0.31,30202
8246,0.057715,0.31,28711
8247,0.057969,0.31,30190
8248,0.058115,0.31,30209
8249,0.06162,0.31,30158
8250,0.062196,0.31,30205
8251,0.060975,0.31,30215
8252,0.060553,0.31,30211
8253,0.063258,0.31,29886
8254,0.062484,0.31,30167
8255,0.061167,0.31,30203
8256,0.060279,0.3,30201
8257,0.057806,0.3,29463
8258,0.058096,0.3,30195
8259,0.056462,0.3,30032
8260,0.056357,0.3,30202
8261,0.056397,0.3,30205
8262,0.058142,0.3,30206
8263,0.057077,0.3,30171
8264,0.057468,0.3,30200
8265,0.057439,0.3,29753
8266,0.056947,0.3,30205
8267,0.056963,0.3,30213
8268,0.056486,0.3,30196
8269,0.056565,0.3,30200
8270,0.056334,0.3,30106
8271,0.059505,0.3,30090
8272,0.059472,0.3,29756
8273,0.059098,0.3,30181
8274,0.058435,0.3,30143
8275,0.058829,0.3,30204
8276,0.05799,0.3,30175
8277,0.057815,0.3,30214
8278,0.057988,0.3,30194
8279,0.05749,0.3,30177
8280,0.057373,0.3,30204
8281,0.056177,0.3,30202
8282,0.057039,0.3,30176
8283,0.057844,0.3,30202
8284,0.057032,0.3,30188
8285,0.056449,0.3,30196
8286,0.055937,0.3,30153
8287,0.055331,0.3,30191
8288,0.055216,0.3,30170
8289,0.054653,0.3,29744
8290,0.054199,0.3,30196
8291,0.054465,0.3,30194
8292,0.055158,0.3,28208
8293,0.054611,0.3,29004
8294,0.054587,0.3,30209
8295,0.05618,0.3,30133
8296,0.056061,0.3,30179
8297,0.055298,0.3,30145
8298,0.054838,0.3,30197
8299,0.054315,0.3,29812
8300,0.054126,0.3,30196
8301,0.056288,0.3,30203
8302,0.056607,0.3,30176
8303,0.062756,0.3,29507
8304,0.061325,0.3,30208
8305,0.061881,0.3,30213
8306,0.06349,0.3,30015
8307,0.063633,0.3,30202
8308,0.062358,0.3,30211
8309,0.061853,0.3,30047
8310,0.061112,0.3,27615
8311,0.0605,0.3,30209
8312,0.059543,0.3,30189
8313,0.059635,0.3,30192
8314,0.058571,0.3,30204
8315,0.057468,0.3,30186
8316,0.058115,0.3,30205
8317,0.057069,0.3,30146
8318,0.056395,0.3,30160
8319,0.055684,0.3,30166
8320,0.054872,0.3,30113
8321,0.054556,0.3,30202
8322,0.055074,0.3,30207
8323,0.05603,0.3,30203
8324,0.05535,0.29,30200
8325,0.055044,0.29,30196
8326,0.055004,0.29,30192
8327,0.054452,0.29,30103
8328,0.053735,0.29,30190
8329,0.053309,0.29,30178
8330,0.052693,0.29,30205
8331,0.053354,0.29,30127
8332,0.052289,0.29,30146
8333,0.051869,0.29,30153
8334,0.052784,0.29,30172
8335,0.052158,0.29,30176
8336,0.050987,0.29,30113
8337,0.051459,0.29,28542
8338,0.050468,0.29,30146
8339,0.050287,0.29,30171
8340,0.050835,0.29,30162
8341,0.051094,0.29,30155
8342,0.05074,0.29,30172
8343,0.050606,0.29,30196
8344,0.052988,0.29,30207
8345,0.052562,0.29,30172
8346,0.053731,0.29,30148
8347,0.054412,0.29,30191
8348,0.054295,0.29,30201
8349,0.055224,0.29,30187
8350,0.057281,0.29,30193
8351,0.056243,0.29,30199
8352,0.056322,0.29,30135
8353,0.054486,0.29,30187
8354,0.056358,0.29,30080
8355,0.054857,0.29,29985
8356,0.053966,0.29,30211
8357,0.053763,0.29,30116
8358,0.053259,0.29,30197
8359,0.05269,0.29,30207
8360,0.051159,0.29,30189
8361,0.050949,0.29,30177
8362,0.051279,0.29,30177
8363,0.051621,0.29,30177
8364,0.051279,0.29,30102
8365,0.054541,0.29,30208
8366,0.053565,0.29,30213
8367,0.05421,0.29,30178
8368,0.053945,0.29,30048
8369,0.053149,0.29,30197
8370,0.051947,0.29,30202
8371,0.051219,0.29,30195
8372,0.050118,0.29,29880
8373,0.049673,0.29,30195
8374,0.051376,0.29,30189
8375,0.052372,0.29,30075
8376,0.052522,0.29,30200
8377,0.05232,0.29,30022
8378,0.051432,0.29,30187
8379,0.051265,0.29,30208
8380,0.051118,0.29,30200
8381,0.050835,0.29,30211
8382,0.050916,0.29,29104
8383,0.050377,0.29,30207
8384,0.050179,0.29,28597
8385,0.049781,0.29,30181
8386,0.049289,0.29,29894
8387,0.048427,0.29,30204
8388,0.048731,0.29,30152
8389,0.048561,0.29,30144
8390,0.048773,0.29,30193
8391,0.048091,0.29,30151
8392,0.048858,0.29,30201
8393,0.049154,0.28,30177
8394,0.049674,0.28,30199
8395,0.049889,0.28,30198
8396,0.049923,0.28,29502
8397,0.049762,0.28,30058
8398,0.049382,0.28,30186
8399,0.049245,0.28,30170
8400,0.048416,0.28,30171
8401,0.048006,0.28,30182
8402,0.048458,0.28,29296
8403,0.048034,0.28,29846
8404,0.048857,0.28,30189
8405,0.048475,0.28,30179
8406,0.04919,0.28,30188
8407,0.049444,0.28,30191
8408,0.049629,0.28,30199
8409,0.048937,0.28,30182
8410,0.04925,0.28,30177
8411,0.048782,0.28,30196
8412,0.049083,0.28,30182
8413,0.048529,0.28,30191
8414,0.051311,0.28,30177
8415,0.052505,0.28,30188
8416,0.051733,0.28,30140
8417,0.051894,0.28,30179
8418,0.051985,0.28,29873
8419,0.051381,0.28,30190
8420,0.050655,0.28,30201
8421,0.050679,0.28,30151
8422,0.050573,0.28,30200
8423,0.050149,0.28,30167
8424,0.049818,0.28,30170
8425,0.049265,0.28,30205
8426,0.048845,0.28,30133
8427,0.048904,0.28,30198
8428,0.049411,0.28,30193
8429,0.049524,0.28,30210
8430,0.049073,0.28,28771
8431,0.047942,0.28,30207
8432,0.0473,0.28,30188
8433,0.046774,0.28,30175
8434,0.046778,0.28,30180
8435,0.046639,0.28,30183
8436,0.046471,0.28,30197
8437,0.045856,0.28,30033
8438,0.045962,0.28,30200
8439,0.04687,0.28,29994
8440,0.047948,0.28,30197
8441,0.048886,0.28,30202
8442,0.047934,0.28,30197
8443,0.04798,0.28,30208
8444,0.047833,0.28,30190
8445,0.047731,0.28,30204
8446,0.047253,0.28,30202
8447,0.046434,0.28,30126
8448,0.046965,0.28,30205
8449,0.04659,0.28,30189
8450,0.047404,0.28,30204
8451,0.047907,0.28,30202
8452,0.047265,0.28,30191
8453,0.04611,0.28,30198
8454,0.045717,0.28,30164
8455,0.045514,0.28,29865
8456,0.04547,0.28,30014
8457,0.045973,0.28,30133
8458,0.045674,0.28,30173
8459,0.045796,0.28,30203
8460,0.044694,0.28,30198
8461,0.044466,0.27,30204
8462,0.044204,0.27,30207
8463,0.043292,0.27,30206
8464,0.044875,0.27,30191
8465,0.044846,0.27,30189
8466,0.04512,0.27,30201
8467,0.044625,0.27,30178
8468,0.046178,0.27,30167
8469,0.045568,0.27,30157
8470,0.045307,0.27,30204
8471,0.045645,0.27,30202
8472,0.04558,0.27,30189
8473,0.045039,0.27,30202
8474,0.044944,0.27,30206
8475,0.045439,0.27,30204
8476,0.045206,0.27,28352
8477,0.044269,0.27,29912
8478,0.043405,0.27,30199
8479,0.043088,0.27,29788
8480,0.043715,0.27,30191
8481,0.043864,0.27,30174
8482,0.043603,0.27,30115
8483,0.043658,0.27,30200
8484,0.043648,0.27,30192
8485,0.043713,0.27,30193
8486,0.043377,0.27,30166
8487,0.07557,0.27,30199
8488,0.072936,0.27,30201
8489,0.069433,0.27,30210
8490,0.067503,0.27,30206
8491,0.064819,0.27,29672
8492,0.062718,0.27,30208
8493,0.060235,0.27,30211
8494,0.057985,0.27,30206
8495,0.055531,0.27,30161
8496,0.05416,0.27,30200
8497,0.05299,0.27,30206
8498,0.052783,0.27,30202
8499,0.05161,0.27,30155
8500,0.051845,0.27,30195
8501,0.049755,0.27,30200
8502,0.048774,0.27,30159
8503,0.049086,0.27,30204
8504,0.050642,0.27,30018
8505,0.049633,0.27,30189
8506,0.049062,0.27,30195
8507,0.048218,0.27,30151
8508,0.046185,0.27,30198
8509,0.045027,0.27,30140
8510,0.044979,0.27,30192
8511,0.044605,0.27,30192
8512,0.045126,0.27,30137
8513,0.046275,0.27,30193
8514,0.046069,0.27,30198
8515,0.045527,0.27,30191
8516,0.047271,0.27,30062
